#{"t_start": 1676295043.749491, "env_id": null}
r,l,t
-105,11,863.059441
100,3,863.068287
100,3,863.073523
100,4,863.084631
97,8,863.106435
100,4,863.113888
87,20,863.165856
87,20,863.217652
-101,7,863.239127
-100,4,863.250985
97,8,863.272984
97,7,863.2942
90,14,863.330357
-144,51,863.464881
99,5,863.478078
-105,10,863.504396
94,13,863.534432
100,4,863.545474
-100,4,863.557165
-114,21,863.609581
100,3,863.618764
-113,19,863.666326
100,4,863.677852
97,9,863.702815
-112,18,863.750882
-100,7,863.767817
97,9,863.790894
95,9,863.813981
98,6,863.828313
-106,12,863.85753
96,11,863.885334
100,4,863.896503
99,6,863.911348
-107,11,863.942786
95,11,863.969551
-105,8,863.987755
99,5,864.00038
100,4,864.012202
99,7,864.033378
-145,51,864.162399
-109,16,864.204307
91,16,864.245122
100,3,864.254563
80,26,864.319655
88,19,864.369648
100,5,864.382861
100,5,864.395802
96,9,864.418987
-106,11,864.446085
-134,41,864.548083
-110,17,864.590887
-143,51,864.724646
-143,51,864.852801
88,18,864.897012
-101,7,864.917821
100,3,864.923228
100,5,864.93653
97,6,864.955249
91,15,864.995992
99,5,865.009281
-143,51,865.136153
100,3,865.141212
90,18,865.187661
100,4,865.198534
96,11,865.225169
98,8,865.247353
100,3,865.253478
99,6,865.268887
93,13,865.303922
100,4,865.314782
100,4,865.325669
100,4,865.33311
98,5,865.345716
99,6,865.364218
100,3,865.370033
100,4,865.381257
97,7,865.397569
83,24,865.46142
-118,24,865.525061
84,21,865.57294
-146,51,865.700175
98,7,865.720745
99,6,865.736526
93,11,865.763635
99,5,865.776349
99,7,865.796567
95,10,865.821783
99,4,865.828754
98,6,865.847039
100,4,865.854246
-108,14,865.890659
100,4,865.901563
99,4,865.912467
-144,51,866.038734
-145,51,866.159852
-113,20,866.209582
100,4,866.220152
-101,7,866.236545
-120,27,866.30843
-115,21,866.363138
98,8,866.386619
67,41,866.487524
100,4,866.498458
100,4,866.506392
-145,51,866.639103
89,18,866.679175
100,4,866.689964
-100,4,866.700951
96,8,866.718209
91,13,866.751945
77,30,866.826945
95,10,866.85138
100,3,866.86043
95,11,866.887504
97,7,866.903637
98,6,866.918578
98,6,866.937635
78,30,867.012549
100,3,867.017971
99,5,867.030613
-118,26,867.096883
-143,51,867.232721
-100,5,867.24596
92,15,867.284143
99,6,867.299104
91,16,867.340266
83,23,867.401189
96,11,867.429141
92,15,867.468225
96,11,867.495688
92,11,867.524221
80,28,867.59802
67,41,867.701864
100,4,867.712981
-100,2,867.716661
88,19,867.765768
99,4,867.776638
94,10,867.803148
97,9,867.828607
-100,5,867.842956
100,3,867.848279
-100,2,867.856161
61,46,867.975089
92,15,868.013553
100,3,868.01851
94,13,868.051705
84,24,868.112387
-102,8,868.130581
97,9,868.15368
-101,5,868.166878
-143,51,868.296677
100,3,868.306549
93,13,868.341163
99,5,868.354262
92,15,868.393909
99,6,868.408397
-130,38,868.503888
100,4,868.514826
99,5,868.527385
-107,14,-149,51,868.-144,51,868.690003
99,5,868.703283
100,4,868.714823
-112,18,868.767064
92,12,868.795447
100,4-144,51,868.87343
-103,9,868.898287
-113,20,868.949612
-143,51,869.078192
100,4,869.089773
100,4,869.1-143,51,869.208417
98,7,869.228481
82,25,869.296772
98,7,869.314333
-145,51,869.440994
-143,51,869.570152
95,12,869.603676
-104,9,869.627066
-144,51,869.756382
-113,20,869.810501
97,10,869.835962
99,4,869.847323
99,6,869.86258
75,33,869.94355
100,4,869.954528
87,20,870.006646
-100,2,870.01464
96,11,870.042373
-143,51,870.173747
100,4,870.185267
97,9,870.208309
-116,23,870.265093
99,6,870.279771
74,33,870.36356
83,23,870.42346
99,4,870.430762
100,4,870.441853
-102,8,870.46375
99,5,870.47648
-144,51,870.610114
-105,10,870.63749
-102,6,870.652504
-103,9,870.676763
100,4,870.687286
77,31,870.765858
100,3,870.775279
-144,51,870.904788
100,3,870.910019
94,12,870.943185
-101,5,870.956129
-144,51,871.085447
-103,9,871.109815
89,17,871.151616
100,6,871.166567
99,7,871.1874
-145,51,871.315818
100,4,871.327022
98,8,871.345858
98,6,871.36426
98,5,871.377931
100,4,871.385147
100,4,871.396911
-102,7,871.417423
94,11,871.444241
100,4,871.4556-143,51,871.474694
-109,14,871.51267886-103,9,871.536921098,6,871.5516439100,3,871.561228-191,16,871.601915
89,17,871.642953
-133,40,871.746514
100,3,871.755785
100,4,871.767363
99,7,871.784797
100,3,871.79455
-134,40,871.892914
93,14,871.929309
100,4,871.937423
-104,9,871.962424
100,4,871.973393
100,5,871.986109
96,10,872.011284-1-101,5,872.024461-145,51,872.150822
100,3,872.157069
95,11,872.188724
-102,6,872.203467
83,23,872.256446
-126,33,872.343192
100,4,872.354306
-143,51,872.479651
98,7,872.496034
99,4,872.507476
88,18,872.554806
-143,51,872.682757
100,4,872.693931
-146,51,872.819601
97,10,872.845302
97,10,872.872035
98,8,872.893999
98,7,872.910503
99,5,872.923338-35,43,872.951085
97,7,872.970968
99,5,872.983401
-128,36,873.076542
99,6,873.091498
93,14,873.127866
85,22,873.182254
-143,51,873.31868
100,4,873.325965
99,5,873.338703
-108,15,873.376224
92,13,873.410422
100,5,873.424066
-101,5,873.437508
99,5,873.450094
82,25,873.516077
96,72,35,873.5547296,-110,17,873.595-143,51,873.695803
98,5,873.709107
86,21,873.762271
-105,11,873.79357
100,4,873.800721
-125,32,873.885675
-106,13,873.91748
100,3,873.926716
99,5,873.940526
100,4,873.951523
94,11,873.977428
96,10,874.002628
100,4,874.013603
-145,51,874.141898
97,8,874.164218
100,4,874.17136
67,40,874.273401
100,5,874.286499
-144,51,874.418996
-100,3,874.424898
84,23,874.484564
99,4,874.495486
84,23,874.552424
100,4,874.563379
-144,51,874.692899
97,10,874.719739
91,16,874.761812
97,9,874.785372
100,4,874.79668
91,16,874.836485
-105,11,874.86388458,48,874.912766
100,4,874.924162
98,7,874.941062
90,-143,51,875.039912
-100,4,875.050946
97,8,875.072682
97,9,875.096484
100,4,875.199,8,87-103,9,875.130306
99,5,875-145,51,875.255553
-100,4,875.263015
91,16,875.307116
85,20,875.358517
100,3,875.364032
100,4,875.375457
100,4,875-145,51,875.466287
-145,51,875.599107
100,4,875.606915
84,23,875.66791
97,8,875-144,51,8100,5,875.7100,4,8100,4,875.7-144,51,875.83742
89,18,875.885137
100,4,875.892423
-112,19,875.942628
100-144,51,876.006-124,94,11,876.03879-1093,12,876.06888693,14,876.084988
-199,6,876.09698197,7,876.112643
--105,12,876.137899
95,11,876.1695-144,51,876.268813
100,4,876.276458
95,11,876.308184
100,4,876.315232
99,5,876.327927
-101,5,876.340622
74,32,876.423801
97,7,876.440042
-143,51,876.571397
-143,51,876.701996
100,3,876.707635
-143,51,876.834483
97,9,876.858744
-107,14,876.897294
100,4,876.909002
100,3,876.914829
-29,37,877.012721
-145,51,877.14085
-143,50,877.269702
98,6,877.284465
98,6,877.299284
97,8,877.32157
100,3,877.330604
75,31,877.408324
94,12,877.437263
100,3,877.446745
-143,51,877.57592
99,8,877.597866
100,4,877.605193
-143,51,877.740807
94,12,877.77075
100,3,877.781512
77,31,877.860849
99,6,877.875886
-143,51,878.003807
81,27,878.07543
100,4,878.082592
98,7,878.10293
100,4,878.113934
97,7,878.130547
98,7,878.146949
-143,51,878.282044
99,5,878.295092
99,5,878.308442
96,7,878.324879
100,4,878.335729
96,9,878.360249
-103,9,878.38014
100,3,878.389786
-143,51,878.517137
98,8,878.539932
-144,51,878.66946
-106,12,878.699053
99,4,878.710044
-102,8,878.732095
100,4,878.742909
100,3,878.748192
98,7,878.76815
98,8,878.786903
-105,12,878.819617
99,6,878.83413
80,28,878.903509
89,17,878.949854
98,5,878.962124
-107,14,878.998173
-105,11,879.025111
100,4,879.036247
-143,51,879.169217
-144,51,879.296477
90,16,879.336219
-106,12,879.370195
100,4,879.377718
89,18,879.423806
100,4,879.434423
95,11,879.4605
96,10,879.486566
97,9,879.511267
97,9,879.53624
93,10,879.562231
-102,8,879.580913
95,11,879.609131
-103,9,879.632824
-145,51,879.759054
-143,51,879.89098
98,7,879.907577
95,12,879.936555
100,3,879.945991
99,7,879.963376
-103,8,879.985952
-144,51,880.114048
76,31,880.192842
100,3,880.202479
-103,10,880.228246
-105,10,880.253595
-115,21,880.305123
-143,51,880.435493
100,4,880.446731
96,8,880.469062
94,13,880.500591
95,10,880.526705
-100,5,880.539638
-102,7,880.561422
96,8,880.581798
93,11,880.617959
96,10,880.645542
-102,7,880.664458
98,7,880.680492
-104,11,880.712733
99,5,880.726833
-100,3,880.73271
95,8,880.754933
92,15,880.796839
-143,51,880.92732
85,22,880.984059
-100,3,880.993472
-144,51,881.124322
97,8,881.147205
99,7,881.164501
99,6,881.179165
100,4,881.190183
-113,18,881.239063
100,3,881.244395
-106,11,881.27515
-105,11,881.303011
96,10,881.328803
99,5,881.342087
-9,17,881.38476
98,7,881.404529
93,11,881.431537
100,3,881.436982
99,5,881.449076
99,7,881.468839
-108,15,881.507405
100,4,881.518872
89,16,881.560035
96,8,881.578627
95,11,881.610691
98,8,881.629778
100,4,881.640988
-144,51,881.772418
94,13,881.806956
99,6,881.821317
96,8,881.843178
100,3,881.848652
96,8,881.87219
-101,8,881.891428
98,6,881.91013
96,11,881.938218
100,4,881.948957
98,7,881.965331
90,16,882.006548
-107,15,882.044766
96,9,882.067448
-100,3,882.076743
95,12,882.105264
-100,6,882.119807
100,4,882.130368
-116,23,882.18975
-146,51,882.317124
88,19,882.364499
100,4,882.371655
100,4,882.382905
-144,51,882.511541
-105,11,882.54277
98,8,882.561973
100,4,882.573478
-112,19,882.624815
95,11,882.652846
94,12,882.681621
100,5,882.694251
100,6,882.712865
97,8,882.730492
92,15,882.768881
96,10,882.794632
99,5,882.807269
98,6,882.821528
100,6,882.839997
89,17,882.880863
100,5,882.893684
94,13,882.930687
100,4,882.938404
100,4,882.950034
97,7,882.970892
100,6,882.985166
100,4,882.995796
-143,51,883.123707
100,4,883.135083
82,24,883.193155
-143,51,883.325709
-143,51,883.455234
80,27,883.522827
98,8,883.54642
-102,6,883.560832
94,12,883.590098
94,11,883.621274
99,6,883.635974
-108,11,883.663622
89,17,883.705955
96,8,883.730218
-143,51,883.860167
100,3,883.869849
-100,3,883.875612
96,7,883.895084
100,4,883.906051
-100,4,883.913591
100,4,883.924436
75,32,884.009965
96,10,884.037066
100,5,884.050428
99,5,884.063094
100,5,884.075984
99,6,884.090183
95,11,884.116838
-143,51,884.247902
100,4,884.259178
94,13,884.294795
-117,24,884.354656
-143,51,884.488979
97,9,884.509662
100,5,884.523159
98,5,884.536053
96,9,884.560221
99,8,884.582508
-112,16,884.623445
-117,23,884.683695
98,7,884.700276
99,4,884.711254
97,7,884.727125
97,10,884.752255
-106,11,884.78029
93,14,884.817872
100,4,884.829445
-107,13,884.862788
96,10,884.886628
-112,19,884.931422
-104,10,884.957813
86,20,885.009327
99,5,885.02258
-104,9,885.047519
91,16,885.088137
98,8,885.110627
93,12,885.139712
99,7,885.160138
99,7,885.177031
98,9,885.20185
97,9,885.225523
-119,26,885.291473
100,7,885.30845
-100,5,885.321337
-100,2,885.328781
92,15,885.366741
-104,9,885.3923
-103,10,885.419067
-145,51,885.546676
100,4,885.558815
98,7,885.5773
97,8,885.59907
100,7,885.617322
99,5,885.631439
96,9,885.656175
77,31,885.731345
-143,51,885.857786
99,5,885.870624
-143,51,885.999945
100,4,886.011186
98,6,886.026696
-105,10,886.05331
-102,8,886.075857
94,13,886.110269
100,5,886.122987
-105,11,886.15034
97,6,886.164298
92,14,886.200002
98,6,886.214265
99,8,886.236881
96,10,886.263607
100,6,886.278947
-100,5,886.292111
100,4,886.303605
94,11,886.330793
-146,51,886.458614
99,8,886.48226
63,44,886.594441
-110,17,886.641952
100,5,886.654953
-100,3,886.660724
98,7,886.681468
97,8,886.700154
-146,51,886.837202
96,11,886.864917
97,9,886.8889
93,13,886.92074
100,4,886.931934
87,19,886.9812
100,4,886.99265
96,8,887.011775
99,5,887.024905
100,3,887.03452
-143,51,887.159896
100,5,887.172736
95,10,887.198838
-144,51,887.32773
-105,12,887.360994
-101,6,887.375747
100,3,887.381019
96,8,887.403006
98,7,887.419301
-144,51,887.550978
99,7,887.568638
96,10,887.59505
-125,32,887.677753
100,3,887.68743
100,3,887.697071
100,4,887.704159
-145,51,887.836329
100,3,887.842569
-143,51,887.971938
-144,51,888.103743
93,14,888.136925
100,4,888.148097
-124,31,888.22562
-114,20,888.277068
-143,51,888.409841
99,5,888.423047
94,11,888.450645
97,7,888.46705
93,13,888.501795
96,11,888.529987
-102,5,888.543063
74,31,888.621237
91,15,888.659893
82,25,888.724102
100,4,888.735226
99,5,888.748273
-129,36,888.840745
95,12,888.873316
63,44,888.982821
-116,23,889.041519
-144,51,889.170193
96,11,889.197801
99,5,889.210347
90,14,889.246675
-144,51,889.376377
100,4,889.388011
100,3,889.397541
-104,9,889.422145
99,5,889.435364
-144,51,889.5666
100,5,889.580077
99,6,889.594291
-100,2,889.597935
-103,9,889.621353
-111,18,889.667876
-145,51,889.799711
97,10,889.823915
100,3,889.833549
-100,5,889.846841
96,9,889.866588
59,49,889.997599
97,9,890.021537
91,14,890.058904
94,12,890.089167
71,36,890.179986
-104,9,890.203328
-101,5,890.216024
85,22,890.274674
100,4,890.282058
100,6,890.300381
-100,4,890.308233
94,12,890.340975
95,12,890.371069
100,4,890.382245
100,5,890.396509
67,40,890.499032
93,14,890.539719
100,5,890.554076
-145,51,890.688712
100,4,890.700041
100,6,890.714612
99,6,890.729188
65,42,890.837022
99,6,890.85139
100,4,890.862116
99,6,890.876247
-115,22,890.930496
-127,34,891.015402
-110,16,891.056927
-110,17,891.103713
99,5,891.116367
100,4,891.123377
-138,44,891.232793
100,4,891.243471
97,7,891.259756
-122,28,891.331819
-101,8,891.353512
-143,51,891.480383
100,4,891.49177
100,4,891.499236
-101,4,891.510682
100,5,891.523465
99,7,891.544935
100,3,891.550629
100,4,891.561914
100,3,891.571537
-104,10,891.597204
100,4,891.604281
-113,19,891.65287
100,4,891.663637
-101,6,891.678149
91,16,891.718673
100,5,891.73149
94,10,891.75663
-101,5,891.769529
-107,13,891.801788
74,33,891.887481
100,4,891.894967
97,8,891.917448
99,4,891.929808
60,47,892.049028
100,5,892.062067
-103,10,892.089088
100,3,892.098429
100,5,892.111333
-102,6,892.126296
99,7,892.142684
-103,7,892.163193
98,8,892.180701
77,30,892.25727
-144,51,892.387246
95,11,892.414904
100,4,892.42568
100,3,892.430748
-145,51,892.558465
-100,5,892.571906
98,6,892.589987
100,4,892.597041
-143,51,892.72906
95,11,892.756713
91,14,892.79243
72,35,892.881305
99,5,892.894697
-100,3,892.900547
100,3,892.909556
88,18,892.95189
100,4,892.963136
100,4,892.974223
-109,17,893.016629
-100,3,893.025937
-144,51,893.152685
-126,34,893.243511
-143,51,893.369203
100,4,893.379976
98,5,893.392903
100,5,893.405973
100,3,893.415003
100,4,893.422332
100,5,893.435353
100,4,893.446506
-100,2,893.454663
100,3,893.460047
100,3,893.469659
-115,21,893.523037
-110,18,893.570475
98,8,893.588154
93,14,893.623575
-143,51,893.750435
100,3,893.759635
-114,20,893.809521
-121,27,893.876486
98,5,893.888645
99,5,893.90142
97,8,893.922941
86,18,893.966418
99,6,893.986111
99,7,894.003386
98,8,894.025936
79,28,894.094225
100,3,894.103401
-130,37,894.196317
-144,51,894.325156
100,4,894.335984
100,4,894.346671
83,24,894.407134
-143,51,894.535932
98,8,894.557834
100,3,894.563275
100,5,894.576029
100,3,894.585328
97,8,894.603249
100,4,894.614307
98,6,894.629062
-144,51,894.76049
-143,51,894.892581
-143,51,895.020495
81,27,895.087885
-143,51,895.216956
99,8,895.235132
-116,23,895.295739
100,4,895.306512
-105,12,895.335819
-101,8,895.357202
95,10,895.381173
100,3,895.386601
-144,51,895.515245
100,3,895.524581
-100,5,895.537522
83,24,895.601358
-100,6,895.617471
97,10,895.644022
89,17,895.686877
99,5,895.700391
100,3,895.711147
87,19,895.765653
100,4,895.777074
-100,3,895.782895
-100,4,895.793834
65,42,895.89895
85,21,895.954586
96,10,895.979927
87,19,896.026207
86,19,896.076255
100,4,896.087529
100,3,896.097119
99,5,896.110567
100,3,896.115818
100,5,896.128561
98,7,896.150125
99,6,896.165842
95,12,896.195356
95,11,896.222923
-143,51,896.357804
99,5,896.370698
97,10,896.397314
-104,9,896.418564
88,18,896.467335
-143,51,896.597127
85,22,896.659096
96,9,896.680275
77,29,896.757033
90,17,896.802867
89,17,896.846219
99,7,896.863011
-102,6,896.881675
99,5,896.894322
-143,51,897.02401
100,3,897.029555
-103,8,897.053501
100,3,897.062577
-109,16,897.102984
99,6,897.117663
-138,44,897.226952
-135,42,897.333758
94,13,897.368536
-106,13,897.398802
91,15,897.436051
-101,5,897.449614
-143,51,897.580581
-38,46,897.697624
100,5,897.710271
-131,39,897.810418
-100,5,897.823706
100,4,897.830643
87,20,897.883558
-143,51,898.015059
100,4,898.022303
100,4,898.034053
60,47,898.156131
96,9,898.176141
83,25,898.242611
100,3,898.252403
94,12,898.281734
88,20,898.334998
-100,4,898.346938
-110,17,898.394698
-102,8,898.413127
97,9,898.4369
97,7,898.453869
-107,13,898.489324
-143,51,898.61895
-102,6,898.63409
-115,21,898.69058
-101,6,898.704985
91,14,898.741812
99,5,898.755561
-105,12,898.783852
79,28,898.856045
99,5,898.869401
86,20,898.920038
99,5,898.93329
-100,4,898.940976
100,3,898.950781
77,30,899.02947
97,8,899.051904
95,12,899.084641
93,12,899.115641
-125,32,899.200344
96,7,899.216249
80,27,899.287552
67,41,899.390529
80,27,899.455543
-101,6,899.470131
-145,51,899.600828
-143,51,899.729251
-114,20,899.779351
-145,51,899.907987
100,3,899.917809
95,10,899.94343
-144,51,900.069671
-100,5,900.082131
100,4,900.093203
97,8,900.111214
99,6,900.126042
-101,5,900.139643
99,5,900.153146
96,10,900.179915
-143,51,900.309044
100,4,900.315954
99,5,900.329399
100,4,900.340612
-110,16,900.382037
89,18,900.429528
99,5,900.442434
-128,35,900.534175
100,3,900.54292
97,10,900.570211
